samples,pct_of_total,leaf_frame
4,0.01,"net.minecraft.server.level.GenerationChunkHolder.decreaseGenerationRefCount() line: 277"
4,0.01,"net.minecraft.server.level.ChunkHolder.addSaveDependency(CompletableFuture) line: 125"
4,0.01,"java.util.stream.ReferencePipeline$7$1FlatMap.accept(Object) line: 288"
4,0.01,"java.util.stream.Nodes$FixedNodeBuilder.begin(long) line: 1221"
4,0.01,"java.util.stream.IntPipeline$1$1.accept(int) line: 180"
4,0.01,"java.util.concurrent.ConcurrentHashMap.computeIfAbsent(Object, Function) line: 1710"
4,0.01,"java.util.concurrent.CompletableFuture.reportJoin(Object, String) line: 451"
4,0.01,"java.util.Iterator.forEachRemaining(Consumer) line: 133"
4,0.01,"java.util.IdentityHashMap.get(Object) line: 349"
4,0.01,"java.util.HashMap.resize() line: 711"
4,0.01,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 651"
4,0.01,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 636"
4,0.01,"java.util.EnumMap.typeCheck(Enum) line: 742"
4,0.01,"it.unimi.dsi.fastutil.objects.ObjectOpenCustomHashSet.rehash(int) line: 772"
4,0.01,"it.unimi.dsi.fastutil.objects.ObjectArrayList.<init>(Collection) line: 136"
4,0.01,"it.unimi.dsi.fastutil.longs.LongArrayFIFOQueue.enqueue(long) line: 133"
4,0.01,"it.unimi.dsi.fastutil.longs.Long2ByteOpenHashMap.find(long) line: 249"
4,0.01,"com.google.common.cache.LocalCache$Segment.getEntry(Object, int) line: 2694"
3,0.01,"sun.security.provider.SHA2.implDigest(byte[], int) line: 110"
3,0.01,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 247"
3,0.01,"net.minecraft.world.level.levelgen.synth.SimplexNoise.p(int) line: 53"
3,0.01,"net.minecraft.world.level.levelgen.structure.templatesystem.RuleProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 26"
3,0.01,"net.minecraft.world.level.levelgen.feature.RandomSelectorFeature.place(FeaturePlaceContext) line: 26"
3,0.01,"net.minecraft.world.level.levelgen.feature.OreFeature.place(FeaturePlaceContext) line: 52"
3,0.01,"net.minecraft.world.level.levelgen.feature.GeodeFeature.place(FeaturePlaceContext) line: 117"
3,0.01,"net.minecraft.world.level.levelgen.carver.CaveWorldCarver.carve(CarvingContext, CaveCarverConfiguration, ChunkAccess, Function, RandomSource, Aquifer, ChunkPos, CarvingMask) line: 59"
3,0.01,"net.minecraft.world.level.levelgen.SurfaceSystem.getSurfaceDepth(int, int) line: 199"
3,0.01,"net.minecraft.world.level.levelgen.SurfaceSystem.buildSurface(RandomState, BiomeManager, Registry, boolean, WorldGenerationContext, ChunkAccess, NoiseChunk, SurfaceRules$RuleSource) line: 162"
3,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$WaterConditionSource$1WaterCondition.compute() line: 580"
3,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$SequenceRuleSource.apply(SurfaceRules$Context) line: 797"
3,0.01,"net.minecraft.world.level.levelgen.SurfaceRules$SequenceRule.tryApply(int, int, int) line: 383"
3,0.01,"net.minecraft.world.level.levelgen.RandomState.getOrCreateNoise(ResourceKey) line: 119"
3,0.01,"net.minecraft.world.level.levelgen.OreVeinifier.lambda$create$0(DensityFunction, BlockState, PositionalRandomFactory, DensityFunction, DensityFunction, DensityFunction$FunctionContext) line: 70"
3,0.01,"net.minecraft.world.level.levelgen.NoiseChunk.fillSlice(boolean, int) line: 292"
3,0.01,"net.minecraft.world.level.levelgen.NoiseChunk$NoiseInterpolator.allocateSlice(int, int) line: 574"
3,0.01,"net.minecraft.world.level.levelgen.NoiseChunk$CacheAllInCell.<init>(NoiseChunk, DensityFunction) line: 491"
3,0.01,"net.minecraft.world.level.levelgen.NoiseChunk$Cache2D.compute(DensityFunction$FunctionContext) line: 744"
3,0.01,"net.minecraft.world.level.levelgen.Heightmap.primeHeightmaps(ChunkAccess, Set) line: 116"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$WeirdScaledSampler.transform(DensityFunction$FunctionContext, double) line: 621"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$WeirdScaledSampler.maxValue() line: 640"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Spline.compute(DensityFunction$FunctionContext) line: 1214"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Spline$Coordinate.maxValue() line: 1279"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.maxValue() line: 700"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftB.mapAll(DensityFunction$Visitor) line: 815"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.equals(Object) line: 899"
3,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Ap2.compute(DensityFunction$FunctionContext) line: 1145"
3,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 369"
3,0.01,"net.minecraft.world.level.chunk.status.ChunkStep.apply(WorldGenContext, StaticCache2D, ChunkAccess) line: 33"
3,0.01,"net.minecraft.world.level.chunk.PalettedContainer.maybeHas(Predicate) line: 291"
3,0.01,"net.minecraft.world.level.chunk.PalettedContainer.createOrReuseData(PalettedContainer$Data, int) line: 82"
3,0.01,"net.minecraft.world.level.chunk.ChunkAccess.getOrCreateNoiseChunk(Function) line: 406"
3,0.01,"net.minecraft.world.level.block.state.BlockBehaviour$BlockStateBase.canSurvive(LevelReader, BlockPos) line: 1220"
3,0.01,"net.minecraft.world.level.block.SculkSpreader.updateCursors(LevelAccessor, BlockPos, RandomSource, boolean) line: 342"
3,0.01,"net.minecraft.world.level.block.MultifaceSpreader$SpreadType$2.getSpreadPos(BlockPos, Direction, Direction) line: 172"
3,0.01,"net.minecraft.world.level.block.MultifaceSpreader$DefaultSpreaderConfig.canSpreadInto(BlockGetter, BlockPos, MultifaceSpreader$SpreadPos) line: 157"
3,0.01,"net.minecraft.world.level.block.MultifaceBlock.isValidStateForPlacement(BlockGetter, BlockState, BlockPos, Direction) line: 192"
3,0.01,"net.minecraft.world.level.LevelWriter.setBlock(BlockPos, BlockState, int) line: 14"
3,0.01,"net.minecraft.util.thread.AbstractConsecutiveExecutor.schedule(Runnable) line: 83"
3,0.01,"net.minecraft.util.SimpleBitStorage.set(int, int) line: 176"
3,0.01,"net.minecraft.util.CubicSpline$Multipoint.lambda$findIntervalStart$0(float, float[], int) line: 192"
3,0.01,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 174"
3,0.01,"net.minecraft.server.level.ChunkTaskPriorityQueue.resortChunkTasks(int, ChunkPos, int) line: 30"
3,0.01,"net.minecraft.server.level.ChunkTaskPriorityQueue.pop() line: 74"
3,0.01,"net.minecraft.server.level.ChunkHolder.getTickingChunk() line: 90"
3,0.01,"net.minecraft.core.TypedInstance.is(Object) line: 28"
3,0.01,"java.util.stream.Streams$StreamBuilderImpl.forEachRemaining(Consumer) line: 411"
3,0.01,"java.util.stream.ReferencePipeline$7$1FlatMap.end() line: 284"
3,0.01,"java.util.stream.AbstractPipeline.exactOutputSizeIfKnown(Spliterator) line: 531"
3,0.01,"java.util.concurrent.ConcurrentHashMap.computeIfAbsent(Object, Function) line: 1737"
3,0.01,"java.util.concurrent.CompletableFuture.postComplete() line: 531"
3,0.01,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 671"
3,0.01,"java.util.HashMap.putVal(int, Object, Object, boolean, boolean) line: 645"
3,0.01,"java.lang.invoke.DirectMethodHandle.allocateInstance(Object) line: 500"
3,0.01,"java.lang.Enum.hashCode() line: 190"
3,0.01,"it.unimi.dsi.fastutil.objects.ObjectIterators.unwrap(Iterator, Object[], int, int) line: 340"
3,0.01,"it.unimi.dsi.fastutil.longs.LongOpenHashSet$SetIterator.nextLong() line: 555"
3,0.01,"it.unimi.dsi.fastutil.longs.Long2FloatLinkedOpenHashMap.get(long) line: 703"
3,0.01,"it.unimi.dsi.fastutil.longs.Long2FloatLinkedOpenHashMap.find(long) line: 300"
2,0.01,"sun.security.provider.DigestBase.engineUpdate(byte[], int, int) line: 111"
2,0.01,"sun.security.provider.DigestBase.engineDigest(byte[], int, int) line: 205"
2,0.01,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 275"
2,0.01,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 266"
2,0.01,"net.minecraft.world.level.material.FluidState.isRandomlyTicking() line: 90"
2,0.01,"net.minecraft.world.level.lighting.LayerLightSectionStorage.setStoredLevel(long, int) line: 110"
2,0.01,"net.minecraft.world.level.levelgen.structure.templatesystem.StructureTemplate.placeInWorld(ServerLevelAccessor, BlockPos, BlockPos, StructurePlaceSettings, RandomSource, int) line: 264"
2,0.01,"net.minecraft.world.level.levelgen.structure.templatesystem.StructureTemplate.lambda$updateShapeAtEdge$0(BlockPos$MutableBlockPos, int, int, int, BlockPos$MutableBlockPos, LevelAccessor, int, Direction, int, int, int) line: 400"
2,0.01,"net.minecraft.world.level.levelgen.structure.templatesystem.ProtectedBlockProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 25"
2,0.01,"net.minecraft.world.level.levelgen.placement.RandomOffsetPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 47"
2,0.01,"net.minecraft.world.level.levelgen.placement.PlacementContext.getHeight(Heightmap$Types, int, int) line: 28"
2,0.01,"net.minecraft.world.level.levelgen.placement.PlacedFeature.lambda$placeWithContext$0(PlacementModifier, PlacementContext, RandomSource, BlockPos) line: 48"
2,0.01,"net.minecraft.world.level.levelgen.placement.CountPlacement.count(RandomSource, BlockPos) line: 31"
2,0.01,"net.minecraft.world.level.levelgen.feature.trunkplacers.TrunkPlacer.isFree(WorldGenLevel, BlockPos) line: 89"
2,0.01,"net.minecraft.world.level.levelgen.feature.stateproviders.BlockStateProvider.getOptionalState(WorldGenLevel, RandomSource, BlockPos) line: 28"
2,0.01,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.placeLeavesRow(WorldGenLevel, FoliagePlacer$FoliageSetter, RandomSource, TreeConfiguration, BlockPos, int, int, boolean) line: 84"
2,0.01,"net.minecraft.world.level.levelgen.feature.TreeFeature.doPlace(WorldGenLevel, RandomSource, BlockPos, BiConsumer, BiConsumer, FoliagePlacer$FoliageSetter, TreeConfiguration) line: 60"
2,0.01,"net.minecraft.world.level.levelgen.feature.OreFeature.place(FeaturePlaceContext) line: 29"
2,0.01,"net.minecraft.world.level.levelgen.feature.MonsterRoomFeature.place(FeaturePlaceContext) line: 57"
2,0.01,"net.minecraft.world.level.levelgen.feature.GeodeFeature.place(FeaturePlaceContext) line: 108"
2,0.01,"net.minecraft.world.level.levelgen.feature.DiskFeature.place(FeaturePlaceContext) line: 36"
2,0.01,"net.minecraft.world.level.levelgen.XoroshiroRandomSource.nextInt(int) line: 60"
2,0.01,"net.minecraft.world.level.levelgen.NoiseChunk$CacheOnce.compute(DensityFunction$FunctionContext) line: 687"
2,0.01,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.lambda$fillFromNoise$0(ChunkAccess, int, NoiseSettings, int, Blender, StructureManager, RandomState, int) line: 349"
2,0.01,"net.minecraft.world.level.levelgen.NoiseBasedChunkGenerator.applyCarvers(WorldGenRegion, long, RandomState, BiomeManager, StructureManager, ChunkAccess) line: 316"
2,0.01,"net.minecraft.world.level.levelgen.MarsagliaPolarGaussian.nextGaussian() line: 36"
2,0.01,"net.minecraft.world.level.levelgen.Heightmap.update(int, int, int, BlockState) line: 150"
2,0.01,"net.minecraft.world.level.levelgen.Heightmap.primeHeightmaps(ChunkAccess, Set) line: 118"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.compute(DensityFunction$FunctionContext) line: 673"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$ShiftedNoise.compute(DensityFunction$FunctionContext) line: 672"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$RangeChoice.maxValue() line: 754"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.mapAll(DensityFunction$Visitor) line: 1110"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$MulOrAdd.equals(Object) line: 1079"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Mapped.create(DensityFunctions$Mapped$Type, DensityFunction) line: 902"
2,0.01,"net.minecraft.world.level.levelgen.DensityFunctions$Ap2.mapAll(DensityFunction$Visitor) line: 1192"
2,0.01,"net.minecraft.world.level.levelgen.Beardifier.forStructuresInChunk(StructureManager, ChunkPos) line: 78"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 364"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 335"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 256"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 253"
2,0.01,"net.minecraft.world.level.levelgen.Aquifer$NoiseBasedAquifer.computeSubstance(DensityFunction$FunctionContext, double) line: 246"
2,0.01,"net.minecraft.world.level.chunk.status.ChunkStatusTasks.generateSurface(WorldGenContext, ChunkStep, StaticCache2D, ChunkAccess) line: 88"
2,0.01,"net.minecraft.world.level.chunk.ImposterProtoChunk.getSkyLightSources() line: 296"
2,0.01,"net.minecraft.world.level.chunk.ImposterProtoChunk.getBlockState(BlockPos) line: 51"
2,0.01,"net.minecraft.world.level.chunk.DataLayer.getData() line: 91"
2,0.01,"net.minecraft.world.level.chunk.ChunkAccess.setAllStarts(Map) line: 215"
2,0.01,"net.minecraft.world.level.chunk.ChunkAccess.getSection(int) line: 164"
2,0.01,"net.minecraft.world.level.block.SculkSpreader$ChargeCursor.getValidMovementPos(LevelAccessor, BlockPos, RandomSource) line: 284"
2,0.01,"net.minecraft.world.level.block.MultifaceSpreader.spreadFromFaceTowardDirection(BlockState, LevelAccessor, BlockPos, Direction, Direction, boolean) line: 67"
2,0.01,"net.minecraft.world.level.block.MultifaceSpreader$SpreadType$1.getSpreadPos(BlockPos, Direction, Direction) line: 166"
2,0.01,"net.minecraft.world.level.biome.Biome.warmEnoughToRain(BlockPos, int) line: 236"
2,0.01,"net.minecraft.world.level.ScheduledTickAccess.scheduleTick(BlockPos, Block, int) line: 22"
2,0.01,"net.minecraft.world.level.Level.dimensionType() line: 910"
2,0.01,"net.minecraft.world.entity.LivingEntity.getAttributeValue(Holder) line: 2245"
2,0.01,"net.minecraft.util.random.WeightedList$Compact.get(int) line: 200"
2,0.01,"net.minecraft.util.Util.toShuffledList(Stream, RandomSource) line: 1056"
2,0.01,"net.minecraft.util.CubicSpline$Multipoint.linearExtend(float, float[], float, float[], int) line: 138"
2,0.01,"net.minecraft.util.CubicSpline$Multipoint.apply(Object) line: 164"
2,0.01,"net.minecraft.server.level.WorldGenRegion.setBlock(BlockPos, BlockState, int, int) line: 285"
2,0.01,"net.minecraft.server.level.WorldGenRegion.setBlock(BlockPos, BlockState, int, int) line: 284"
2,0.01,"net.minecraft.server.level.ChunkGenerationTask.scheduleChunkInLayer(ChunkStatus, boolean, GenerationChunkHolder) line: 145"
2,0.01,"net.minecraft.core.SectionPos.getZeroNode(int, int) line: 212"
2,0.01,"jdk.internal.reflect.Reflection.isCallerSensitive(Method) line: 352"
2,0.01,"java.util.stream.ReferencePipeline$2$1.begin(long) line: 191"
2,0.01,"java.util.stream.Nodes$FixedNodeBuilder.end() line: 1239"
2,0.01,"java.util.stream.AbstractPipeline.wrapSink(Sink) line: 607"
2,0.01,"java.util.stream.AbstractPipeline.wrapAndCopyInto(Sink, Spliterator) line: 560"
2,0.01,"java.util.stream.AbstractPipeline.sequential() line: 336"
2,0.01,"java.util.concurrent.ForkJoinTask.compareAndSetForkJoinTaskTag(short, short) line: 1407"
2,0.01,"java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool$WorkQueue) line: 1999"
2,0.01,"java.util.concurrent.ConcurrentLinkedQueue.offer(Object) line: 355"
2,0.01,"java.util.concurrent.CompletableFuture.completeRelay(Object) line: 421"
2,0.01,"java.util.concurrent.CompletableFuture.biApply(Object, Object, BiFunction, CompletableFuture$BiApply) line: 1332"
2,0.01,"java.util.concurrent.CompletableFuture$AsyncSupply.run() line: 1789"
2,0.01,"java.util.TimSort.gallopLeft(Object, Object[], int, int, int, Comparator) line: 593"
2,0.01,"java.util.Spliterators$ArraySpliterator.forEachRemaining(Consumer) line: 1024"
2,0.01,"java.util.Objects.requireNonNull(Object) line: 219"
2,0.01,"java.util.DualPivotQuicksort.sort(int[], int, int, int) line: 238"
2,0.01,"java.util.AbstractList$RandomAccessSpliterator.getFence() line: 691"
2,0.01,"java.util.AbstractList$RandomAccessSpliterator.get(List, int) line: 737"
2,0.01,"java.util.AbstractCollection.addAll(Collection) line: 337"
2,0.01,"it.unimi.dsi.fastutil.objects.ReferenceOpenHashSet$SetIterator.next() line: 519"
2,0.01,"it.unimi.dsi.fastutil.objects.ReferenceImmutableList.indexOf(Object) line: 183"
2,0.01,"it.unimi.dsi.fastutil.objects.ObjectArrayList.grow(int) line: 355"
2,0.01,"it.unimi.dsi.fastutil.longs.LongLinkedOpenHashSet.shiftKeys(int) line: 489"
2,0.01,"it.unimi.dsi.fastutil.longs.LongArrayFIFOQueue.resize(int, int) line: 107"
2,0.01,"it.unimi.dsi.fastutil.longs.LongArrayFIFOQueue.reduce() line: 126"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.insert(int, long, Object) line: 255"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.computeIfAbsent(long, Long2ObjectFunction) line: 455"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.computeIfAbsent(long, Long2ObjectFunction) line: 454"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap.clone() line: 1356"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ObjectOpenHashMap$MapIterator.nextEntry() line: 681"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ObjectLinkedOpenHashMap.find(long) line: 298"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2FloatLinkedOpenHashMap.get(long) line: 708"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ByteOpenHashMap.shiftKeys(int) line: 338"
2,0.01,"it.unimi.dsi.fastutil.longs.Long2ByteOpenHashMap.get(long) line: 370"
2,0.01,"io.github.eath1283.worldgend.OrionV2.fill(List, Function5) line: 116"
2,0.01,"com.google.common.collect.ImmutableList.asImmutableList(Object[], int) line: 387"
2,0.01,"com.google.common.cache.LocalCache.getOrLoad(Object) line: 4006"
2,0.01,"com.google.common.cache.LocalCache.connectAccessOrder(ReferenceEntry, ReferenceEntry) line: 1809"
1,0.00,"net.minecraft.world.ticks.ScheduledTick$1.hashCode(ScheduledTick) line: 43"
1,0.00,"net.minecraft.world.ticks.LevelChunkTicks.<init>(List) line: 34"
1,0.00,"net.minecraft.world.phys.shapes.Shapes.lambda$joinIsNotEmpty$2(BooleanOp, DiscreteVoxelShape, int, int, DiscreteVoxelShape, int, int, int, int, int) line: 202"
1,0.00,"net.minecraft.world.phys.shapes.Shapes.joinIsNotEmpty(VoxelShape, VoxelShape, BooleanOp) line: 181"
1,0.00,"net.minecraft.world.phys.shapes.Shapes.createIndexMerger(int, DoubleList, DoubleList, boolean, boolean) line: 302"
1,0.00,"net.minecraft.world.phys.shapes.Shapes.createIndexMerger(int, DoubleList, DoubleList, boolean, boolean) line: 284"
1,0.00,"net.minecraft.world.phys.shapes.OffsetDoubleList.size() line: 22"
1,0.00,"net.minecraft.world.phys.shapes.IndirectMerger.<init>(DoubleList, DoubleList, boolean, boolean) line: 58"
1,0.00,"net.minecraft.world.phys.shapes.DiscreteVoxelShape.forAllAxisFaces(DiscreteVoxelShape$IntFaceConsumer, AxisCycle) line: 249"
1,0.00,"net.minecraft.world.phys.shapes.BitSetDiscreteVoxelShape.lastFull(Direction$Axis) line: 111"
1,0.00,"net.minecraft.world.level.storage.TagValueInput.read(MapCodec) line: 67"
1,0.00,"net.minecraft.world.level.lighting.SkyLightEngine.countEmptySectionsBelowIfAtBorder(long) line: 236"
1,0.00,"net.minecraft.world.level.lighting.LightEngine.runLightUpdates() line: 160"
1,0.00,"net.minecraft.world.level.lighting.LayerLightSectionStorage.updateSectionStatus(long, boolean) line: 245"
1,0.00,"net.minecraft.world.level.lighting.LayerLightSectionStorage.updateSectionStatus(long, boolean) line: 244"
1,0.00,"net.minecraft.world.level.lighting.DynamicGraphMinFixedPoint.checkEdge(long, long, int, int, int, boolean) line: 110"
1,0.00,"net.minecraft.world.level.lighting.BlockLightEngine.propagateDecrease(long, long) line: 94"
1,0.00,"net.minecraft.world.level.levelgen.synth.NormalNoise.<init>(RandomSource, NormalNoise$NoiseParameters, boolean) line: 54"
1,0.00,"net.minecraft.world.level.levelgen.structure.templatesystem.StructureTemplate.placeInWorld(ServerLevelAccessor, BlockPos, BlockPos, StructurePlaceSettings, RandomSource, int) line: 364"
1,0.00,"net.minecraft.world.level.levelgen.structure.templatesystem.StructureTemplate.placeEntities(ServerLevelAccessor, BlockPos, Mirror, Rotation, BlockPos, BoundingBox, boolean, ProblemReporter) line: 440"
1,0.00,"net.minecraft.world.level.levelgen.structure.templatesystem.StructureTemplate.createEntityIgnoreException(ProblemReporter, ServerLevelAccessor, CompoundTag) line: 475"
1,0.00,"net.minecraft.world.level.levelgen.structure.templatesystem.JigsawReplacementProcessor.processBlock(LevelReader, BlockPos, BlockPos, StructureTemplate$StructureBlockInfo, StructureTemplate$StructureBlockInfo, StructurePlaceSettings) line: 38"
1,0.00,"net.minecraft.world.level.levelgen.structure.structures.MineshaftPieces$MineShaftPiece.isInInvalidLocation(LevelAccessor, BoundingBox) line: 110"
1,0.00,"net.minecraft.world.level.levelgen.structure.placement.StructurePlacement.legacyArbitrarySaltProbabilityReducer(long, int, int, int, float) line: 133"
1,0.00,"net.minecraft.world.level.levelgen.structure.StructurePiece.isInterior(LevelReader, int, int, int, BoundingBox) line: 268"
1,0.00,"net.minecraft.world.level.levelgen.structure.StructurePiece.getBlock(BlockGetter, int, int, int, BoundingBox) line: 257"
1,0.00,"net.minecraft.world.level.levelgen.structure.Structure.isValidBiome(Structure$GenerationStub, Structure$GenerationContext) line: 197"
1,0.00,"net.minecraft.world.level.levelgen.structure.BoundingBox.isInside(Vec3i) line: 213"
1,0.00,"net.minecraft.world.level.levelgen.placement.RandomOffsetPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 50"
1,0.00,"net.minecraft.world.level.levelgen.placement.PlacedFeature.place(WorldGenLevel, ChunkGenerator, RandomSource, BlockPos) line: 38"
1,0.00,"net.minecraft.world.level.levelgen.placement.NoiseThresholdCountPlacement.count(RandomSource, BlockPos) line: 38"
1,0.00,"net.minecraft.world.level.levelgen.placement.HeightmapPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 33"
1,0.00,"net.minecraft.world.level.levelgen.placement.EnvironmentScanPlacement.getPositions(PlacementContext, RandomSource, BlockPos) line: 57"
1,0.00,"net.minecraft.world.level.levelgen.feature.trunkplacers.FancyTrunkPlacer.placeTrunk(WorldGenLevel, BiConsumer, RandomSource, int, BlockPos, TreeConfiguration) line: 47"
1,0.00,"net.minecraft.world.level.levelgen.feature.trunkplacers.FancyTrunkPlacer$FoliageCoords.<init>(BlockPos, int) line: 192"
1,0.00,"net.minecraft.world.level.levelgen.feature.stateproviders.RuleBasedStateProvider.getOptionalState(WorldGenLevel, RandomSource, BlockPos) line: 58"
1,0.00,"net.minecraft.world.level.levelgen.feature.foliageplacers.FoliagePlacer.offset(RandomSource) line: 59"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.updateLeaves(LevelAccessor, BoundingBox, Set, Set, Set) line: 239"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.updateLeaves(LevelAccessor, BoundingBox, Set, Set, Set) line: 213"
1,0.00,"net.minecraft.world.level.levelgen.feature.TreeFeature.lambda$place$4(WorldGenLevel, Set, Set, Set, BoundingBox) line: 167"
1,0.00,"net.minecraft.world.level.levelgen.feature.SpringFeature.place(FeaturePlaceContext) line: 20"
1,0.00,"net.minecraft.world.level.levelgen.feature.RootSystemFeature.placeRootedDirt(WorldGenLevel, RootSystemConfiguration, RandomSource, int, int, BlockPos$MutableBlockPos) line: 96"
1,0.00,"net.minecraft.world.level.levelgen.feature.RandomBooleanSelectorFeature.place(FeaturePlaceContext) line: 22"
1,0.00,"net.minecraft.world.level.levelgen.feature.MultifaceGrowthFeature.placeGrowthIfPossible(WorldGenLevel, BlockPos, BlockState, MultifaceGrowthConfiguration, RandomSource, List) line: 61"
1,0.00,"net.minecraft.world.level.levelgen.feature.MultifaceGrowthFeature.place(FeaturePlaceContext) line: 53"
1,0.00,"net.minecraft.world.level.levelgen.feature.MonsterRoomFeature.place(FeaturePlaceContext) line: 67"
1,0.00,"net.minecraft.world.level.levelgen.feature.LargeDripstoneFeature.makeDripstone(BlockPos, boolean, RandomSource, int, FloatProvider, FloatProvider) line: 90"
1,0.00,"net.minecraft.world.level.levelgen.feature.LargeDripstoneFeature$WindOffsetter.<init>(int, RandomSource, FloatProvider) line: 222"
1,0.00,"net.minecraft.world.level.levelgen.feature.LakeFeature.place(FeaturePlaceContext) line: 87"
1,0.00,"net.minecraft.world.level.levelgen.feature.HugeRedMushroomFeature.makeCap(WorldGenLevel, RandomSource, BlockPos, int, BlockPos$MutableBlockPos, HugeMushroomFeatureConfiguration) line: 37"
1,0.00,"net.minecraft.world.level.levelgen.feature.GeodeFeature.place(FeaturePlaceContext) line: 160"
1,0.00,"net.minecraft.world.level.levelgen.feature.GeodeFeature.place(FeaturePlaceContext) line: 113"
1,0.00,"net.minecraft.world.level.levelgen.feature.GeodeFeature.place(FeaturePlaceContext) line: 111"
1,0.00,"net.minecraft.world.level.levelgen.feature.GeodeFeature.place(FeaturePlaceContext) line: 101"
1,0.00,"net.minecraft.world.level.levelgen.feature.FallenTreeFeature.canPlaceEntireFallenLog(WorldGenLevel, int, BlockPos$MutableBlockPos, Direction) line: 67"
1,0.00,"net.minecraft.world.level.levelgen.feature.DripstoneUtils.growPointedDripstone(LevelAccessor, BlockPos, Direction, int, boolean) line: 99"
1,0.00,"net.minecraft.world.level.levelgen.feature.DripstoneClusterFeature.isLava(LevelReader, BlockPos) line: 160"
1,0.00,"net.minecraft.world.level.levelgen.carver.WorldCarver.getCarveState(CarvingContext, CarverConfiguration, BlockPos, Aquifer) line: 178"
1,0.00,"net.minecraft.world.level.levelgen.carver.WorldCarver.carveEllipsoid(CarvingContext, CarverConfiguration, ChunkAccess, Function, Aquifer, double, double, double, double, double, CarvingMask, WorldCarver$CarveSkipChecker) line: 99"
1,0.00,"net.minecraft.world.level.levelgen.carver.CaveWorldCarver.carve(CarvingContext, CarverConfiguration, ChunkAccess, Function, RandomSource, Aquifer, ChunkPos, CarvingMask) line: 17"
